,text
180,It was wonderful to spend our Sunday morning talking weddings with @karashotcorner . I beam with  pride  when I get the chance to say how proud I am that I get to be @athletics_luv89 ’s husband! #LoveInTheRFBleachers  @Athletics  #RootedinOakland  #RootBeerFloatDay pic.twitter.com/HadyukxbuI
181,Mother father. The other  pride  of Pleasanton. #Piscotty2Hotty  #RootedInOakland  @Athletics
182,. @Athletics  #RootedInOakland  going strong! #oakland   pride   pic.twitter.com/q1OWI2Wn0e  – at  Lake Merritt
183,"& am I only person who believe the campaign at core is far less about Giants or SF & more of community  pride . The outside world has no idea how eclectic &diverse Oakland is. The #StomperInTown  campaign & phrase #RootedInOakland  are to create civic, historical  pride . A GOOD Thing"
184,"Pride  of Pleasanton in da house: 

Stephen Piscotty & Brandon Crawford  

Lets go  OAKLAND !

@Athletics   pic.twitter.com/OVgeD6ksh7  – at  Rickey Henderson Field at the Oakland Coliseum"
185,Civicorps staff and corpsmembers attended the  Oakland  @athletics  vs. Giants game Saturday night! Thanks to the  Oakland  A’s for inviting us and supporting  Oakland  youth! #localyouth  #baseball  #oaklandpride  #wewon  #11innings pic.twitter.com/yDMiih7ADo
186,"When your team mounts an amazing comeback, you subtly show off your team  pride  at work. #RootedInOakland   pic.twitter.com/ii7ZhRClAM"
187,It’s the city of #Oakland  and moving forward there will be only 1 professional sports team  THAT beholds it #OaklandAthletics  civic  pride
188,"A Quebecois that stood up to speek about his experience as a local Black man, born and always lived here.....wearing A's socks!   #oakland   pride  all over the world #athletics  & me wearing a beloved @Oaklandish  tee - feeling the love and focus on cha…  http:// bit.ly/2MhLcd7   pic.twitter.com/eyEhtgmiV7"
189,"About #Pride  American Proverb.
#LeBron  #CriticalRole  #InMyRetirement  #JustinVerlander  
#Mike  #RootedInOakland  #LivePD 
#BlockedIn5WordsOrLess  #WadeDavis  #EricThames pic.twitter.com/RLzRA3K1xP"
190,Not everyday you get to hold the bat of Stan “The Man” Musial and wear a World Series Ring!  Needed to show off my @Athletics   pride  and wear my @JoseCanseco  and Mark McGwire Bash Brothers shirt!  #RootedInOakland  #BashBrothers  #StLouis  #baseball pic.twitter.com/PjApBCSaTE
191,When it's game day and you wanna just show off your @Athletics   pride . Let's Go Oakland! #RootedInOakland   pic.twitter.com/oelUPgsuhN
192,"Dave, I love the commitment to build in  Oakland  as well as the rooted in  Oakland  campaign, but I’m very disappointed that the team refuses to wear their “ Oakland ” jerseys on the road. What’s up with that? Especially in S.F.? What better way to show  pride  & commitment to  Oakland ?"
193,Thank you @Stomper00  and the @Athletics  for my new shirt!!! After many decades of games I finally caught something! I’ll wear it with  pride  #RootedInOakland   pic.twitter.com/iSc10jKLME
194,"I gotta say, as a recent  Oakland  I'm actually pretty impressed by their fanbase. Perennially broke teams, stars constantly traded, dump of a stadium - but still a whole lot of conspicuous A's  pride"
195,"Been Green and Gold since my very first #MLB  ball game with my dad back in the late 90’s. Always been, always will be! Even though some may laugh and scoff at me for being an A’s fan, I always get a sense of  pride  in this amazing team   #RootedinOakland  til I die"
196,"The  pride  of St. Elizabeth’s High School, Dave Stewart, joins me on my show Wednesday at 9:10am. #RootedinOakland   pic.twitter.com/w35F7My1Rd"
197,"No #STLCards  baseball tonight, but don't panic! @TheJJBailey  and I are back this week to discuss the emergence of Jack Flaherty, Kolten Wong's ascent to the top and the return of the ' Pride  of Slippery Rock.'

Also, I talk about the A's. #RootedInOakland   https:// soundcloud.com/baseballstl/ko lten-wong-the-once-and-future-king   …"
198,We took one more step towards a privately financed stadium keeping the A’s in  Oakland  by passing my bill w @RobBontaCA  & moving it to the Governor. Keeping the A’s in  Oakland  is a win for the local economy and civic  pride . Thank you @LibbySchaaf  @Athletics  for your support.  pic.twitter.com/HaXcuocteI
199,Show your  pride  for local teams with tickets to the next  Oakland  @Athletics  game! We have a generous donation of a set of tickets by John at MA Hays Co. Thank you so much for your continued support for program! #localbusiness  #richmondpride   https:// goo.gl/BZe8JY  
200,""" Oakland   pride  abounds in A's 1st HOF class"" via  https:// ift.tt/2oLpKDb    #Athletics"
201,"This is one of my favorite moments with this amazing franchise. Loved the heartfelt  pride  these Athletics HOF inductees felt, the town stories they told. Very proud to be a part of this team. #HeroTown  #RootedinOakland   https:// twitter.com/Athletics/stat us/1037536566778839041   …"
202,Ivan Garcia Is 2018  Oakland   Pride  Youth Grand Marshall  http:// oaklandnewsnow.com/index.php/2018 /09/08/ivan-garcia-is-2018-oakland-pride-youth-grand-marshall/   …  #oakland  #OaklandPride  #oakmtg  @OaklandPride  @LibbySchaaf  @Kaplan4Oakland  @Abel_Guillen  @DanKalb  @LynetteGM  @desleyb  @oaklandpoliceca  @OaklandChamber  @Raiders  @Athletics  @warriors  @KTVU  @KGO810
203,"24 HOUR AUCTION ENDS TONIGHT 9/9@11pm! ~ Autographed #JoseCanseco  #oaklandathletics  8x10 Photo #Inscribed  "" 40/40 “JSA COA & Sure Shot Promotions Hologram)@OB ONLY $1.00!
#AUCTION   https://www. pristineauction.com/a1786386-Jose- Canseco-Signed-Athletics-8x10-Photo-Inscribed-4040-JSA-COA-Sure-Shot-Promotions-Hologram   … 

#OaklandPride  #Oakland  #Athletics  #Raiders  #GSW  #Canseco  #As  #TEXvsOAK pic.twitter.com/CyYzYVFJG1"
204,"Getting on BART headed to the A's game and met this sweet girl is headed to the  pride  parade :)
#RootedInOakland  #oaklandpride pic.twitter.com/rvEVMolmgk"
205,"Beautiful day today  
#Pride  #OaklandPride  #WarriorsPride  #DubNation  #AthleticsPride  #RootedInOakland   pic.twitter.com/u93adgGFdJ"
206,"Outside the Colosseum in Champions’ Plaza, Filipino  Oakland   Athletics  fans gathered to show their  pride  and root on their home team against the Seattle Mariners. #FilipinoHeritageNight https:// balitangamerica.tv/oakland-athlet ics-celebrate-filipino-heritage-night/   …"
207,"# HBD  to the  pride  of @CastlemontHigh !

#RootedInOakland   https:// twitter.com/baseballhall/s tatus/1042383041707106304   …"
208,"A’s for sure. Division  pride , Yankees fans taking another L despite the big talk, also the Astros would win in 4-5 against  Oakland  if they met."
209,# RootedInOakland  gets #PinstripePride   pride  to hit into a double play... runner on 3rd with 2 down #postseason
210,MISSING: the heart and  pride  of the  Oakland   athletics .
211,I’m so proud of what the A’s accomplished this year. And that  pride  makes this loss even more painful. Piscotty was 2 inches away from a different game. Great season boys! Let’s build on it next season! #hellodarknessmyoldfriend  #BobMelvinistheALManageroftheYear  #RootedInOakland
212,"That was a great season for the  Oakland   Athletics . Had no inclination at the start of the season that we would get 97 wins, had hoped for 81.   #pride  #WildCardGame    #athletics  2 #yankees  7 #mlb  Can’t wait for a new season to start. pic.twitter.com/s7zaTmWSwj"
213,"Ha! I don’t mind. Fools won’t be overlooking us again. We got a lotta  pride  in our Town. Underdog love all around here. 
#RootedInOakland"
214,"@ Athletics  fans, it’s the morning after & we should have nothing but  pride  and support for our boys who battled all year in the face of all that adversity. Nothing but love & excitement for the future! #RootedinOakland  #IBleedGreenandGold  @DaveKaval  #LetsGoOakland  #OAKtober"
215,"Thank you! It was a great year. I hadnt watched MLB in over two decades. But grew up an @Athletics  fan! You, Chappy, KD and crew really brought back my love for the game and  pride  for  Oakland . Im looking forward to an even better season ahead! Enjoy your time off. You earned it!"
216,"@ Athletics  Proud to be an A’s fan!! Appreciate the Team, hard work, dedication &  Oakland  Hero-Town  pride ! 2019 Watch Out! "
217,"@ Athletics  how do I get the same hat the A's wore against the Yankees the other night? I live in New York and want to show off my  Oakland   pride , especially if I have to suffer through this Yankees-Red Sox series"
218,"The Eiffel Tower, a icon of International Architecture, beauty and  pride ... up close. Perfectly flawed. Like our @PortofOakland  Cranes. Reminded me of what an idiot Scott Ostler is. #Oakland  @Athletics   pic.twitter.com/4e6rBTb8A0"
219,"Come join us and take the #EveryFan  pledge and help create a positive experience here on campus, as CSUN  Athletics  will be hosting Pride Night at Men's Soccer this Wednesday October 17th at 7pm! #CSUNPride  #PrideNight  #GoMatadors  #MensSoccer pic.twitter.com/UGP1Y2Y7kP"
220,"""These guys are like your kids,"" Beane says, and to see Marcus Semien make the leaps he's made is a source of great  pride . #RootedInOakland"
221,I'm gonna be real here. This made me tear up. Didnt expect that level of feels. The  pride  that I derive from my town and my team takes me by surprise at times. Hella thankful. #athletics  #RootedInOakland  #HeroTown  @Athletics  @mattchap6 https:// twitter.com/MLB/status/106 0321002385797120   …
222,"the description is the best part: ""Show off your  Oakland   Athletics   pride  by getting this Turn Back the Clock Authentic Collection Official 59FIFTY Game fitted hat from New Era. Make sure everyone knows your loyalties lie with the  Oakland   Athletics  every game day."""
223,Check out  Oakland   Athletics  A's Womens Green Fashion Team  Pride  II V-neck Shirt Jersey $50 #MLB   https:// ebay.us/BzOgO8    via @eBay
224,https:// youtu.be/iCq6Wvw09n4     Oakland   athletics .....legends.Don't know any other British fans but I believe. Wear the gold and green with  pride .God bless ESPN. Greatest game in the world. Much love Khris Davis.
225,"So I asked @DaveKaval  if they ever were planning on having a Muslim heritage day.. I didnt even get a ""one day"" ""maybe"" or anything. That's too bad I guess us folks with Muslim backgrounds will just sit and watch everyone else have  pride . #oakland  #RootedInOakland  @Athletics"
226,Thank you for all the changes to the A’s organization mentality and feeling in the ballpark. It’s really brought hope and better yet  pride  back into all A’s fans. You have made it clear it’s the fans team. Cannot wait for next season and the many more to come.  #RootedInOakland
227,"Manny Machado’s actual “controversial” quote on hustling when he said he wasn’t Johnny Hustle doesn’t sound all that bad when you hear it.

Even if he was trying to be a tool, so what? Didn’t we all just take  pride  in an  Oakland   Athletics  fan getting doused in beer. Guys we suck.  pic.twitter.com/QGk4DXB8Sl"
228,"Yes, that was a classic moment that was #RootedInOakland  by any stretch of the imagination. I hope that her @NBCSKings  counterparts in #Sacramento : @kat_kountouris  and/or @Scott_Fresh  can make #SacramentoProud  in do something similar. I will take  pride  in challenging them to it."
229,Congratulations Ivan @ivanxgarcia  (& everyone who contributed in the letter to Mr. Trump-excellent work all!!). GOOD LUCK in the parade tomorrow!!  and thanks for the Follow!!
230,"Oakland   Athletics  2019 Promos and Theme Night Giveaways

#Oakland  #Athletics  #Bobblehead  #SGA  #MLB  #FannyPack  #GoldGlove  #Swim  #College  #Nights  #Pride 

 https://www. stadiumgiveawayexchange.com/oakland-athlet ics/oakland-athletics-2019-promotional-giveaways-and-theme-nights/   … pic.twitter.com/2EuxDeeMbV"
231,"Talking about starting extra innings with a runner already , and how almost all teams don't have guys who can bunt. Take  pride  in small ball and the dirty work and don't chnage the game. #bunttheball  #MLB開幕戦  #TrueToTheBlue  #RootedInOakland"
232,"Time to let our flag fly! The Tribune Tower gets a new flag today as we return to  Oakland . Reply how you show your A’s  pride  at work, school, or home and #AthleticsSpiritWeek  by 5pm PST 3/21 for a chance to win 2 tix to select 2019 A’s home games. Rules:  https://www. mlb.com/athletics/soci al/twitter-sweepstakes-rules   … pic.twitter.com/tutevo3ueC"
233,PRIDE  OF SAN JOSE BABY! Can hang with the bomb and the flip! #RootedInOakland
234,"Thank ya’! Cautiously optimistic! And always stoked any time we beat the Red Sox especially these guys. Lot of BoSox and Yankee transplants out here, so we take special  pride  in sending em home early #RootedInOakland"
235,@ Athletics  @DaveKaval  @chrisgiles01  The nachos in an A's helmet was a good call... It can be repurposed for so many things   #RaisingthemRight  #GoAthletics  #OaklandPride  #DailyCrottiKid pic.twitter.com/pGLklyzx6t
236,"The  pride  of Hertford, NC

Mr. Catfish Hunter

HBD 

@PhilHecken  #RootedInOakland   pic.twitter.com/wmxjZ0yuYH"
237,Rowdy Tellez & Brandon Drury are personally becoming #Athletics  killers. The  pride  of Elk Grove led off the 5th with a 2B & advanced on a WP. Drury hit an RBI-2B to LF & Tellez scores. #BlueJays  now lead 7-0. #RootedInOakland  #LetsGoBlueJays  #MLB  @ESPN1320 pic.twitter.com/qRnYHuO5sh
238,300th #NoHitter  (and 2nd for @Fiers64 ) had to belong to the Green and Gold  pride  of the #EastBay  #Oakland  @Athletics  #MLB
