Timestamp,Approximately how many games do you attend each season?,What is your favorite team?,Do you identify as LGBTQ+ ?,Did your favorite team host a Pride Night this season?,Did you attend Pride Night this season?,When planning future trips to the ballpark:,"If your team hosts a Pride Night,  what do you think of the promotion and production? [Advertising]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Pre-Game Activities]","If your team hosts a Pride Night,  what do you think of the promotion and production? [In-Game Entertainment/Features]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Promotional Items]",What is your overall impression of MLB Pride Night themes?,What is your favorite themed night or promotion to attend?
9/22/2019 16:39,16-20,Boston Red Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Wasn't done at all,They feel more pandering than genuine,"Any throwback game, especially with a fan giveaway"
9/22/2019 16:41,43626,St. Louis Cardinals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Positive.,"N/A, could easily be pride night but I'm not local to StL, would go to ChiSox pride night given the opportunity."
9/22/2019 16:52,43626,San Francisco Giants,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Too Much,Unnecessary,"A typical bobblehead giveaway, non-themed"
9/22/2019 17:01,None,Boston Red Sox,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,idk man smoke penis,5 cent beer night
9/22/2019 17:05,43470,New York Yankees,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,,,,,Positive,Bat day
9/22/2019 17:11,43626,St. Louis Cardinals,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,,,,,Negative,None
9/22/2019 17:11,43470,San Diego Padres,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Wasn't done at all,"Did some, but not enough",Just the right amount,Strong,Jewish Night
9/22/2019 17:18,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,,,,,"All themes can be  a little cringy, but Pride is important ",Always love a legend
9/22/2019 17:18,None,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",I would only attend if I liked the promotional item,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,Never been. ,T-shirt and or bobble head giveaways 
9/22/2019 17:20,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don’t really care ,Seinfeld night 
9/22/2019 17:34,43470,New York Yankees,No,No,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Didn’t know they existed. ,Bobble heads. 
9/22/2019 18:08,43470,New York Yankees,No,No,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,"Makes sense if they have other sorts of games themed after groups of people (e.g. Italian Night).  Otherwise, it just seems like lazy pandering. ",Fireworks
9/22/2019 18:11,43626,Los Angeles Dodgers,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,"Did some, but not enough",Just the right amount,Good to have inclusive activities,None
9/22/2019 18:23,43470,St. Louis Cardinals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,"I think it's great. They have other religious/ethnic themes so why not give everyone a night to be recognized. It does not affect me in any way, and if it so much as makes one single person feel welcomed by the fan base it's all worth it. ","Star Wars night, but I always miss the damn thing because i forget a out it."
9/23/2019 3:16,43626,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Wasn't done at all,Just the right amount,Wasn't done at all,Meh,Anything with hats or blankets 
9/23/2019 10:15,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,,,Meh,Bobble heads
9/23/2019 18:16,43470,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Unnecessary pandering to a favored minority demographic. Has nothing to do with the game. Sickening.,Bobblehead nights.
9/24/2019 21:23,43470,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,,Against them,Bobblehead games
9/25/2019 10:35,16-20,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think it is a great idea ,"I generally don't make a point to attend games specifically for a theme night.  Occasionally I attend ""Beatles Night"" "
9/25/2019 10:43,43626,San Francisco Giants,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Never seen it... I think it is fine. ,I don’t go for the themes
9/25/2019 10:43,43470,Baltimore Orioles,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,Not familiar so obviously they’re not doing enough ,T-shirt
9/25/2019 11:06,43470,Minnesota Twins,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,"Have not attended an MLB Pride Night game
",See above = none
9/25/2019 11:37,43626,Oakland Athletics,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Be what or who you want to be. It is your right. Just don't cram it down our throats,none
9/25/2019 11:56,43470,San Diego Padres,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't like,Military
9/25/2019 12:35,43470,Arizona Diamondbacks,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,Doesn’t matter to me.  Indifferent.,Indifferent.
9/25/2019 12:41,43626,Cleveland Indians,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Fine,Fireworks
9/25/2019 13:27,43470,New York Yankees,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,A great idea,Old timers game
9/25/2019 16:48,16-20,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think it is a great idea ,"I generally don't make a point to attend games specifically for a theme night.  Occasionally I attend ""Beatles Night"" "
9/25/2019 19:25,16-20,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,N/A,"None in particular, but I do enjoy when they give a shout out and honor a current or retired service member at every game"
9/25/2019 20:55,43470,San Francisco Giants,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,Another celebration at the yard,Pixar
9/26/2019 12:34,43470,New York Yankees,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Too Much,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,I think it's silly.,"Traditional giveaways (shirts, hats, bats, etc.)"
9/26/2019 12:48,43470,Chicago Cubs,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,,Thumbs DOWN,"Ant ""Theme Night"" having to do with Cubs an d the enjoyment of THE GAME OF BASEBALL"
9/26/2019 12:59,43470,Los Angeles Angels,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,should not be done,Hat night
9/26/2019 13:19,43626,Boston Red Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,no impression,like a lot of different promotions
9/26/2019 13:26,43470,Boston Red Sox,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Positive. Inclusion matters, but concern at MLB is just looking at it as another way to make money and sell more jerseys with the Pride theme.",When a player's or other notable's number is retired or celebrated. Like Vin Scully appreciation night. 
9/26/2019 13:39,21 or more,Detroit Tigers,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",,,,"I haven’t attended one yet, but I love the idea of it.",Opening Day
9/26/2019 14:03,43626,San Francisco Giants,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",,,,Like them,Not fussy just love SF Giants 
9/26/2019 14:42,43626,Washington Nationals,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Smart marketing,Pride 
9/26/2019 14:50,43626,Cincinnati Reds,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,"Have no opinion, I love baseball and everyone should be able to enjoy a game. However if they have a Pride Night they should hold other nights as well.",I like hat give aways
9/26/2019 15:12,None,San Francisco Giants,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"They're fine.  Don't really impact me one way or the other.
",N/A
9/26/2019 15:34,21 or more,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Just the right amount,Don't know/unaware of this feature,"I think they're great, and should be done by all teams.",Star Wars Day
9/26/2019 15:36,43470,Boston Red Sox,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,No impression- don’t know enough about it,I have no favorite- though I did attend a Boy Scout themed As Game (I almost forgot)
9/26/2019 16:01,43470,Cleveland Indians,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Not sure,Bobble head
9/26/2019 16:23,43470,Atlanta Braves,Yes,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Favorable ,N/a
9/26/2019 17:16,43784,Detroit Tigers,Prefer not to answer,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,Don't care,Pink out the park
9/26/2019 17:42,43470,Atlanta Braves,Prefer not to answer,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Not needed.  Creates divisiveness.,Old timers day
9/26/2019 18:31,43784,Chicago White Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,They should do them to continue to make a welcoming community,Half patty
9/27/2019 8:19,43470,Milwaukee Brewers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Don't know/unaware of this feature,Just the right amount,Great way to be inclusive and celebrate a portion of society that's been persecuted and shamed. Using sports to help normalize a marginalized group that's targeted by toxic masculinity is great and hopefully leads the next gen to be better than we are,N/A
9/27/2019 8:58,43784,Toronto Blue Jays,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Too Much,Just the right amount,Very Positive,Jersey Giveaway
9/27/2019 9:40,"None, 21 or more",New York Mets,Yes,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Great idea,Girls day
9/27/2019 12:30,21 or more,Atlanta Braves,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",I would go out of my way to avoid Pride Night,Too Much,Don't know/unaware of this feature,Too Much,Too Much,unnecessary and inappropriate,giveaways like shirts or hats
9/27/2019 12:32,43626,Oakland Athletics,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",I would go out of my way to attend on Pride Night,"Did some, but not enough",Just the right amount,Just the right amount,Don't know/unaware of this feature,I like how the A's are trying to encourage new fans to come to the park. Pride Night was a lot of fun with good energy.,Fireworks
9/27/2019 12:45,43626,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,note sure/haven’t seen one. But in general I like the themed nights,"Dog in the park, fireworks, bobblehead and other giveaways, throwbacks "
9/27/2019 12:57,43626,Seattle Mariners,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough","Did some, but not enough","I love the idea and I think the Mariners do a good job, but I think they can still be doing more.",Pride Night
9/27/2019 12:58,43470,Houston Astros,No,No,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,People's romantic lives don't belong on display at a ball game.,bobblehead night
9/27/2019 12:59,43784,San Francisco Giants,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,Don't know/unaware of this feature,I don't pay much attention in general,Bring your dog to the park day
9/27/2019 13:46,43784,Washington Nationals,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Just the right amount,it's important and helpful. would like more exposure though.,pride
9/27/2019 13:48,43470,Baltimore Orioles,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",I would only attend if I liked the promotional item,"Did some, but not enough",Don't know/unaware of this feature,"Did some, but not enough","Did some, but not enough","I think they are good, but you shouldn't have to pay exra to get the promo shirt",any giveaways
